1	4978	1.55947
1	4994	3.63707
1	4997	0
2	4433	0.211094
2	4973	3.42628
2	4999	0
3	2988	0.258644
3	4382	2.82117
3	4511	0
4	4746	1.55865
4	4831	3.63528
4	4999	0
5	4344	0.00012536
5	4957	3.63724
5	4999	0
6	4704	1.55876
6	4814	3.59557
6	4915	0
7	4648	1.55863
7	4897	3.63719
7	4999	0
8	918	0.262816
8	4485	3.15384
8	4633	0
9	4986	0.233239
9	4987	2.87841
9	4990	0
10	4649	1.96493
10	4986	1.67243
10	4987	0
11	4937	0.0136887
11	4988	3.64116
11	4995	0
12	4715	1.55901
12	4946	3.62006
12	4953	0
13	1369	1.47593
13	4393	2.16137
13	4884	0
14	4966	0.0686179
14	4971	3.37809
14	4991	0
15	4925	0.000498794
15	4951	3.63687
15	4961	0
16	4843	0.861097
16	4994	2.77622
16	4996	0
17	3302	0.00177421
17	4977	3.63559
17	4990	0
18	4838	1.19496
18	4954	3.77237
18	4959	0
19	3847	1.24866
19	4811	2.38864
19	4934	0
20	4500	0.188336
20	4968	3.47489
20	4998	0
21	4967	1.55912
21	4983	3.64465
21	4989	0
22	2182	1.03508
22	4992	2.61985
22	4995	0
23	4957	0.000559019
23	4979	3.63717
23	4997	0
24	4740	0.00052496
24	4958	3.63685
24	4977	0
25	4205	0.113317
25	4957	3.52405
25	4999	0
26	1524	1.7159
26	4976	1.92142
26	4994	0
27	3859	1.55755
27	4153	2.07861
27	4719	0
28	1907	1.55875
28	3732	2.8304
28	4139	0
29	4980	1.23761
29	4981	1.76259
29	4982	0
30	4769	3.50959
30	4838	1.55907
30	4903	0
31	207	1.81865
31	376	1.55954
31	4929	0
32	4979	0.642344
32	4986	2.99502
32	4990	0
33	582	1.55923
33	4649	1.86727
33	4719	0
34	4983	1.90777
34	4986	1.61527
34	4987	0
35	3287	0.206768
35	4738	3.43244
35	4981	0
36	2777	1.36577
36	4969	2.27197
36	4997	0
37	4906	0.0085262
37	4971	3.64485
37	4991	0
38	4599	0.642344
38	4986	2.99502
38	4990	0
39	233	2.27936
39	1197	1.55904
39	4984	0
40	3904	1.55947
40	4340	1.88131
40	4638	0
41	2855	0.000363818
41	4957	3.637
41	4999	0
42	4750	1.55913
42	4944	3.63756
42	4997	0
43	4611	1.55876
43	4814	3.57934
43	4874	0
44	787	2.45577
44	1545	1.18153
44	4903	0
45	4714	0.0976916
45	4975	3.55572
45	4991	0
46	3645	1.9151e-05
46	4894	3.63729
46	4977	0
47	4542	0.295492
47	4998	3.40973
47	5000	0
48	4942	0.0238577
48	4974	3.61346
48	4994	0
49	4243	0.0276415
49	4877	3.60967
49	4953	0
50	4956	1.78355
50	4998	1.91926
50	5000	0
51	4872	1.03508
51	4992	2.61985
51	4995	0
52	2052	0.379483
52	4890	3.26133
52	4964	0
53	2225	1.55718
53	4537	3.3706
53	4952	0
54	3815	0.0327129
54	4981	3.62246
54	4993	0
55	4458	1.55846
55	4545	2.35085
55	4700	0
56	4592	0.180232
56	4620	3.45707
56	4888	0
57	4544	0.921972
57	4983	2.71539
57	4986	0
58	4700	2.56167
58	4888	1.55851
58	4993	0
59	4586	0.000223422
59	4960	3.63745
59	4997	0
60	4292	4.23582e-05
60	4907	3.63731
60	4961	0
61	2630	0.295492
61	4998	3.40973
61	5000	0
62	4944	0.00025764
62	4972	3.63749
62	4997	0
63	2360	3.59009
63	4954	1.37723
63	4959	0
64	4725	1.23224
64	4915	2.40506
64	4934	0
65	3416	1.75043
65	4681	1.88688
65	4874	0
66	1230	0.000106697
66	4323	3.63723
66	4999	0
67	3815	1.81253
67	4538	1.5592
67	4964	0
68	3100	0.0139959
68	4988	3.64086
68	4995	0
69	4221	1.41387
69	4729	2.22344
69	4793	0
70	4638	0.00061502
70	4904	3.68192
70	5000	0
71	4580	0.000585686
71	4917	3.63676
71	4999	0
72	4958	1.55904
72	4984	3.63689
72	4986	0
73	3729	3.65327
73	4954	1.31405
73	4959	0
74	2943	4.43697e-05
74	4570	3.63731
74	4997	0
75	4319	0.93765
75	4485	1.44302
75	4550	0
76	4408	1.5859
76	4899	2.05141
76	4953	0
77	1174	1.47332
77	4976	2.164
77	4996	0
78	4872	1.55954
78	4929	3.62862
78	4952	0
79	4673	0.000253567
79	4960	3.63743
79	4978	0
80	3460	0.000109418
80	4948	3.63726
80	4999	0
81	2927	2.51408
81	4668	1.55876
81	4997	0
82	4858	1.55906
82	4912	3.63724
82	4961	0
83	4524	1.56275
83	4718	3.64879
83	4981	0
84	3448	1.74185
84	4974	1.89547
84	4994	0
85	1758	1.61007
85	4872	2.02724
85	4952	0
86	4335	1.03508
86	4992	2.61985
86	4995	0
87	3620	0.0090109
87	4971	3.64437
87	4991	0
88	1730	0.000220473
88	4931	3.64876
88	4993	0
89	4730	1.41129
89	4981	2.24337
89	4984	0
90	4954	3.77237
90	4959	1.55903
90	4965	0
91	4097	1.21397e-05
91	4924	3.64429
91	4963	0
92	4781	1.19496
92	4954	3.77237
92	4959	0
93	3683	0.000361585
93	4979	3.63737
93	4997	0
94	1575	1.86667
94	1609	1.55889
94	2935	0
95	4155	1.03508
95	4992	2.61985
95	4995	0
96	4449	3.58252
96	4668	1.55889
96	4775	0
97	4969	0.244365
97	4979	3.27728
97	4997	0
98	3829	1.24093
98	4964	2.41339
98	4965	0
99	4335	1.56646
99	4865	3.64854
99	4989	0
100	3455	1.69531
100	4197	1.942
100	4530	0
101	4886	1.64808
101	4971	2.0053
101	4991	0
102	1453	0.0337587
102	4981	3.62142
102	4993	0
103	2130	2.35972
103	4194	1.55975
103	4561	0
104	3539	0.0158268
104	4981	3.63935
104	4993	0
105	4957	1.55909
105	4991	3.63686
105	4999	0
106	4715	3.58535
106	4877	1.55954
106	4970	0
107	2560	0.0391474
107	4973	3.59822
107	4999	0
108	1313	0.00633399
108	4963	3.6465
108	4984	0
109	4968	0.764407
109	4998	2.77912
109	5000	0
110	659	2.00244
110	2963	1.55918
110	4792	0
111	1109	8.83146e-05
111	4869	3.63722
111	4994	0
112	2535	0.779423
112	2712	1.79819
112	4884	0
113	3900	1.03508
113	4992	2.61985
113	4995	0
114	1640	0.294764
114	4900	3.34254
114	4955	0
115	4787	0.32658
115	4965	3.16628
115	4989	0
116	4988	1.00188
116	4992	2.58665
116	4995	0
117	1568	0.368968
117	4718	3.26531
117	4989	0
118	1957	1.93946
118	4978	1.69829
118	4979	0
119	4280	1.96493
119	4986	1.67243
119	4987	0
120	604	0.496095
120	4987	3.14127
120	4990	0
121	1621	1.03508
121	4992	2.61985
121	4995	0
122	4363	1.55937
122	4894	3.63562
122	4952	0
123	4880	0.00039119
123	4950	3.63754
123	4997	0
124	4958	0.464346
124	4977	3.0536
124	4990	0
125	4755	0.388099
125	4976	3.22096
125	4996	0
126	4302	0.00544653
126	4976	3.63187
126	4994	0
127	4787	1.56404
127	4824	3.64863
127	4989	0
128	4821	0.00800048
128	4847	3.62931
128	4953	0
129	281	0.0323476
129	4968	3.66981
129	5000	0
130	520	3.19969e-05
130	4951	3.63734
130	4977	0
131	4303	1.9066
131	4660	1.55851
131	4769	0
132	4888	0.381726
132	4944	1.1779
132	4994	0
133	4975	1.55915
133	4978	2.42021
133	4991	0
134	3112	1.23593
134	4905	2.40137
134	4953	0
135	3825	1.19496
135	4954	3.77237
135	4959	0
136	3345	0.082235
136	4977	3.55513
136	4983	0
137	4873	3.63527
137	4974	1.55909
137	4991	0
138	3762	2.06513
138	3975	1.57218
138	4084	0
139	3723	1.56834
139	4502	2.73545
139	4899	0
140	4951	1.19496
140	4954	3.77237
140	4959	0
141	811	2.8667
141	3508	1.55903
141	4965	0
142	4120	1.55882
142	4742	3.53229
142	4939	0
143	3098	1.55886
143	4139	3.31087
143	4760	0
144	4883	1.05944
144	4983	2.56036
144	4987	0
145	4229	0.0235168
145	4920	3.61379
145	4953	0
