1	1348	1.35084
1	2886	1.76539
1	3421	3.55527
1	4448	4.11064
1	4516	2.93967
1	4960	0
2	1821	2.00431
2	4600	1.81105
2	4630	4.02057
2	4686	2.01737
2	4812	1.90425
2	4813	0
3	4840	3.33536
3	4899	1.52301
3	4940	3.24071
3	4950	3.54854
3	4952	2.94119
3	4953	0
4	4200	2.92782
4	4510	1.15283
4	4695	1.0026
4	4803	4.15841
4	4849	5.38892
4	4874	0
5	3991	0.345271
5	4617	0.935197
5	4710	2.94043
5	4870	3.94371
5	4911	6.46898
5	4929	0
6	3205	0.156799
6	3557	0.38394
6	3963	0.394273
6	4617	4.08626
6	4892	6.73628
6	4929	0
7	4534	0.00524096
7	4752	0.0764122
7	4806	3.94126
7	4926	7.6451
7	4955	2.93492
7	4990	0
8	3923	1.9579
8	4971	2.26386
8	4983	2.12007
8	4988	2.72831
8	4993	2.82759
8	4999	0
9	89	0.0984308
9	1787	0.0577993
9	3091	3.80763
9	4432	3.8314
9	4485	3.96229
9	4503	0
10	3331	0.0147539
10	4614	0.0496563
10	4943	0.835731
10	4968	2.07981
10	4974	8.90851
10	4991	0
11	2083	0.000874617
11	4780	0.00646451
11	4887	2.78299
11	4927	3.23078
11	4935	5.73644
11	4948	0
12	3848	1.16246
12	4272	3.15707
12	4432	3.18084
12	4485	3.31173
12	4503	2.93901
12	4686	0
13	1685	0.0278262
13	4949	0.588208
13	4978	6.70266
13	4988	1.91162
13	4993	2.66542
13	4999	0
14	2185	1.62612
14	3051	2.05049
14	3104	2.45054
14	4010	2.92618
14	4318	3.79658
14	4363	0
15	4094	1.38084
15	4884	2.93872
15	4886	2.53146
15	4909	3.86052
15	4979	3.92025
15	4995	0
16	4668	0.0193548
16	4930	3.39288
16	4961	4.05182
16	4987	1.67798
16	4996	2.73832
16	4998	0
17	4272	0.00191192
17	4534	0.0179805
17	4574	1.40443
17	4915	3.3147
17	4926	7.01853
17	4955	0
18	3723	0.0167894
18	4916	6.58746
18	4983	0.761787
18	4988	1.865
18	4993	2.65854
18	4999	0
19	93	2.21787
19	174	1.53666
19	263	2.25962
19	379	2.81839
19	865	2.94293
19	4955	0
20	3799	2.94306
20	4825	0.683456
20	4975	3.22426
20	4982	3.60357
20	4985	4.24387
20	4989	0
21	4328	2.94491
21	4667	0.00304064
21	4735	3.45071
21	4982	3.83002
21	4985	4.47031
21	4989	0
22	3292	0.973547
22	4980	1.1965
22	4981	3.78544
22	4991	3.63605
22	4997	2.32213
22	5000	0
23	4310	2.92336
23	4730	0.683485
23	4975	3.22429
23	4982	3.6036
23	4985	4.2439
23	4989	0
24	2350	0.0739209
24	4604	2.55671
24	4701	0.364183
24	4717	3.61928
24	4873	7.78212
24	4937	0
25	3046	2.30995
25	3680	2.53822
25	3727	3.07381
25	3802	2.76174
25	3846	2.93932
25	4913	0
26	4949	1.05691
26	4980	2.25682
26	4983	1.88622
26	4985	3.58922
26	4993	5.99437
26	4999	0
27	4329	0.00459835
27	4809	0.943991
27	4865	1.80019
27	4940	4.35047
27	4950	4.6583
27	4952	0
28	4556	1.15109
28	4960	2.8816
28	4965	2.1465
28	4981	3.82504
28	4991	1.90624
28	5000	0
29	553	2.93645
29	4280	0.385085
29	4542	2.54065
29	4772	3.51326
29	4801	5.12397
29	4831	0
30	4657	0.107297
30	4958	1.34619
30	4977	0.44225
30	4978	4.45671
30	4993	6.86186
30	4999	0
31	4725	2.73771
31	4960	2.85704
31	4970	2.92135
31	4980	1.44624
31	4997	1.94892
31	5000	0
32	552	0.0313004
32	4743	0.0103708
32	4910	2.53706
32	4969	3.3759
32	4984	5.91974
32	4996	0
33	321	1.84377
33	387	3.2444
33	1071	1.68703
33	1123	2.52963
33	1247	2.9347
33	4822	0
34	105	1.85954
34	1001	1.39886
34	2825	3.18756
34	3150	3.30367
34	3386	1.5438
34	4968	0
35	1532	1.70241
35	2765	3.13163
35	3082	2.11956
35	3150	3.22022
35	3386	2.92668
35	4124	0
36	1367	0.929419
36	4626	1.15523
36	4632	4.86283
36	4812	4.74971
36	4813	2.93971
36	4997	0
37	138	0.0863955
37	4295	0.00094829
37	4739	3.02148
37	4913	3.06966
37	4915	5.57907
37	4932	0
38	1956	0.00329629
38	4545	2.93945
38	4742	0.836124
38	4884	0.779055
38	4909	9.44417
38	4995	0
39	4946	2.55129
39	4974	3.04389
39	4980	3.26684
39	4981	2.94223
39	4995	1.72746
39	5000	0
40	3842	0.0209828
40	4920	2.06967
40	4984	3.30231
40	4987	4.43966
40	4994	2.04456
40	4998	0
41	4739	1.76998
41	4926	1.91464
41	4932	2.59451
41	4934	2.93998
41	4952	5.47382
41	4955	0
42	1813	0.000448338
42	4850	0.0559392
42	4949	0.218421
42	4978	1.79195
42	4983	9.79868
42	4999	0
43	659	0.0688121
43	4396	2.87366
43	4641	2.39447
43	4926	3.219
43	4934	6.09831
43	4955	0
44	2970	2.20832
44	4432	1.56019
44	4895	2.38978
44	4907	3.67252
44	4917	4.13551
44	4919	0
45	4752	0.165179
45	4984	0.796612
45	4987	2.34991
45	4992	4.64352
45	4994	6.25789
45	4998	0
46	4856	0.526305
46	4883	2.99863
46	4986	2.93962
46	4987	3.48936
46	4990	3.18812
46	4992	0
47	4145	0.78511
47	4772	0.0365798
47	4974	0.109379
47	4991	4.67619
47	4997	7.06023
47	5000	0
48	4889	0.454958
48	4971	4.54975
48	4983	1.24395
48	4988	2.60746
48	4993	3.0416
48	4999	0
49	2529	0.0994438
49	4966	0.0396096
49	4972	0.720586
49	4977	4.88076
49	4990	6.06614
49	4992	0
50	4146	0.419375
50	4697	2.94358
50	4804	0.818072
50	4868	1.01051
50	4889	9.40411
50	4979	0
51	4782	0.449782
51	4840	0.184814
51	4891	5.40757
51	4950	5.7154
51	4952	0.00348067
51	4959	0
52	3987	0.0289296
52	4943	0.624368
52	4968	0.182998
52	4970	5.4257
52	4980	5.64865
52	4981	0
53	308	2.64515e-05
53	4484	0.000490725
53	4757	1.57789
53	4933	4.65108
53	4947	5.52829
53	4954	0
54	2230	0.953239
54	2800	3.12861
54	3597	2.9717
54	3723	3.65521
54	3929	2.94462
54	4958	0
55	3932	0.0325631
55	4132	0.723564
55	4703	1.11275
55	4754	3.62298
55	4867	6.29825
55	4889	0
56	107	1.35513
56	132	2.57399
56	162	2.77607
56	199	3.281
56	788	2.94223
