1	53 
2	18 
3	35 
4	57 
5	41 
6	52 
7	43 
8	73 
9	41 
10	58 
11	69 
12	31 
13	51 
14	33 
15	60 
16	41 
17	3 
18	30 
19	52 
20	5 
21	17 
22	30 
23	9 
24	81 
25	84 
26	57 
27	75 
28	71 
29	83 
30	53 
31	1 
32	46 
33	76 
34	72 
35	34 
36	13 
37	51 
38	34 
39	93 
40	4 
41	24 
42	92 
43	2 
44	52 
45	104 
46	98 
47	10 
48	103 
49	31 
50	78 
51	100 
52	41 
53	71 
54	61 
55	33 
56	14 
57	61 
58	38 
59	43 
60	62 
61	91 
62	71 
63	15 
64	81 
65	80 
66	43 
67	80 
68	95 
69	15 
70	9 
71	31 
72	79 
73	76 
74	84 
75	87 
76	33 
77	76 
78	21 
79	75 
80	17 
81	86 
82	80 
83	7 
84	38 
85	28 
86	56 
87	95 
88	102 
89	103 
90	17 
91	78 
92	41 
93	51 
94	86 
95	15 
96	53 
97	71 
98	64 
99	11 
100	30 
101	99 
102	71 
103	78 
104	8 
105	22 
106	46 
107	21 
108	27 
109	19 
110	104 
111	49 
112	9 
113	82 
114	55 
115	16 
116	95 
117	48 
118	72 
119	82 
120	89 
121	102 
122	15 
123	45 
124	64 
125	53 
126	30 
127	40 
128	64 
129	59 
130	93 
131	53 
132	29 
133	64 
134	69 
135	68 
136	97 
137	5 
138	56 
139	18 
140	15 
141	50 
142	69 
143	80 
144	35 
145	45 
146	67 
147	93 
148	23 
149	49 
150	80 
151	89 
152	83 
153	38 
154	71 
155	2 
156	66 
157	52 
158	71 
159	73 
160	98 
161	54 
162	61 
163	22 
164	93 
165	34 
166	90 
167	38 
168	60 
169	31 
170	24 
171	31 
172	92 
173	22 
174	26 
175	47 
176	97 
177	53 
178	55 
179	10 
180	36 
181	67 
182	63 
183	56 
184	14 
185	24 
186	76 
187	19 
188	53 
189	69 
190	76 
191	81 
192	2 
193	55 
194	25 
195	50 
196	8 
197	13 
198	52 
199	52 
200	44 
201	24 
202	102 
203	17 
204	9 
205	27 
206	34 
207	58 
208	76 
209	27 
210	50 
211	38 
212	104 
213	8 
214	6 
215	37 
216	53 
217	102 
218	87 
219	21 
220	57 
221	7 
222	32 
223	21 
224	102 
225	76 
226	67 
227	52 
228	60 
229	22 
230	59 
231	11 
232	41 
233	43 
234	92 
235	13 
236	88 
237	52 
238	72 
239	13 
240	23 
241	13 
242	69 
243	81 
244	57 
245	84 
246	38 
247	7 
248	91 
249	70 
250	51 
251	11 
252	98 
253	17 
254	49 
255	27 
256	58 
257	23 
258	72 
259	88 
260	100 
261	30 
262	12 
263	83 
264	52 
265	23 
266	61 
267	87 
268	62 
269	103 
270	17 
271	16 
272	33 
273	56 
274	31 
275	83 
276	87 
277	70 
278	18 
279	84 
280	90 
281	22 
282	12 
283	22 
284	55 
285	16 
286	6 
287	45 
288	38 
289	60 
290	26 
291	48 
292	54 
293	34 
294	86 
295	14 
296	72 
297	59 
298	17 
299	57 
300	95 
301	11 
302	53 
303	72 
304	44 
305	50 
306	35 
307	3 
308	63 
309	76 
310	60 
311	84 
312	61 
313	29 
314	21 
315	50 
316	62 
317	16 
318	33 
319	69 
320	2 
321	89 
322	28 
323	93 
324	58 
325	38 
326	53 
327	94 
328	50 
329	32 
330	93 
331	39 
332	51 
333	45 
334	21 
335	36 
336	59 
337	25 
338	31 
339	62 
340	56 
341	65 
342	9 
343	57 
344	45 
345	82 
346	85 
347	56 
348	39 
349	21 
350	54 
351	90 
352	91 
353	16 
354	38 
355	43 
356	26 
357	22 
358	33 
359	57 
360	69 
361	56 
362	55 
363	38 
364	32 
365	9 
366	101 
367	47 
368	78 
369	42 
370	95 
371	97 
372	76 
373	72 
374	75 
375	41 
376	78 
377	55 
378	80 
379	7 
380	78 
381	51 
382	32 
383	50 
384	56 
385	34 
386	14 
387	63 
388	101 
389	53 
390	29 
391	69 
392	85 
393	20 
394	19 
395	93 
396	69 
397	90 
398	28 
399	26 
400	21 
401	1 
402	14 
403	82 
404	64 
405	76 
406	19 
407	91 
408	38 
409	3 
410	83 
411	53 
412	67 
413	36 
414	85 
415	92 
416	28 
417	27 
418	32 
419	89 
420	84 
421	38 
422	30 
423	75 
424	83 
425	55 
426	89 
427	15 
428	75 
429	79 
430	63 
431	80 
432	34 
433	13 
434	3 
435	9 
436	55 
437	62 
438	101 
439	43 
440	65 
441	25 
442	14 
443	31 
444	73 
445	61 
446	34 
447	34 
448	30 
449	75 
450	86 
451	34 
452	17 
453	80 
454	46 
455	25 
456	98 
457	58 
458	2 
459	16 
460	71 
461	35 
462	32 
463	15 
464	93 
465	55 
466	71 
467	10 
468	11 
469	21 
470	15 
471	30 
472	18 
473	69 
474	29 
475	92 
476	60 
477	84 
478	6 
479	77 
480	69 
481	72 
482	82 
483	44 
484	66 
485	98 
486	91 
487	44 
488	46 
489	29 
490	37 
491	2 
492	44 
493	38 
494	58 
495	21 
496	32 
497	60 
498	78 
499	11 
500	13 
501	104 
502	65 
503	71 
504	50 
505	78 
506	56 
507	84 
508	33 
509	34 
510	90 
511	50 
512	42 
513	23 
514	19 
515	16 
516	85 
517	30 
518	89 
519	90 
520	58 
521	31 
522	82 
523	66 
524	28 
525	15 
526	74 
527	24 
528	53 
529	26 
