degree distribution (probability density function of the degree in logarithmic bins) 
5.41094	0.12704
8.19062	0.0670499
13.055	0.0241192
20.7966	0.010213
35	0.00363731
56.1905	0.00137441
90.1938	0.000579534
146.786	0.000194276
235.026	6.68683e-05
378.29	3.2836e-05

degree distribution (degree-occurrences) 
4	0.0004
5	0.1844
6	0.1296
7	0.0938
8	0.0716
9	0.0614
10	0.0418
11	0.038
12	0.0308
13	0.0268
14	0.0238
15	0.0194
16	0.0176
17	0.0176
18	0.0132
19	0.012
20	0.0138
21	0.0104
22	0.0082
23	0.0078
24	0.0078
25	0.007
26	0.0056
27	0.0038
28	0.0052
29	0.0046
30	0.003
31	0.0048
32	0.003
33	0.006
34	0.0054
35	0.0032
36	0.0034
37	0.0036
38	0.0028
39	0.0028
40	0.0032
41	0.0026
42	0.0036
43	0.0038
44	0.0008
45	0.0022
46	0.0022
47	0.0022
48	0.0014
49	0.0018
50	0.003
51	0.0012
52	0.0012
53	0.001
54	0.0016
55	0.001
56	0.0018
57	0.0008
58	0.0012
59	0.0014
60	0.0008
61	0.002
62	0.0014
63	0.0016
64	0.0008
65	0.001
66	0.0014
67	0.0006
68	0.0006
69	0.0018
70	0.0008
71	0.001
72	0.001
73	0.0014
74	0.0002
75	0.001
76	0.0002
77	0.001
78	0.001
79	0.0006
80	0.001
81	0.0006
82	0.0012
83	0.0008
84	0.0004
85	0.001
86	0.0004
87	0.0012
88	0.0002
89	0.0004
90	0.001
91	0.0006
92	0.0004
93	0.0006
94	0.0004
95	0.0002
96	0.001
97	0.0006
98	0.0002
99	0.0004
100	0.0004
101	0.0002
102	0.0002
103	0.0006
104	0.0002
105	0.0006
106	0.0004
107	0.0004
108	0.0008
109	0.0008
110	0.0002
112	0.0004
113	0.0008
115	0.0008
117	0.0004
118	0.0002
119	0.0004
120	0.0002
121	0.0002
122	0.0004
123	0.0002
125	0.0008
126	0.0002
127	0.0002
129	0.0002
130	0.0002
131	0.0002
132	0.0006
133	0.0002
139	0.0002
140	0.0004
141	0.0002
142	0.0004
143	0.0006
144	0.0002
145	0.0004
146	0.0004
147	0.0004
148	0.0004
150	0.0004
151	0.0008
153	0.0002
154	0.0002
155	0.0002
156	0.0004
162	0.0002
163	0.0004
164	0.0004
168	0.0002
171	0.0004
175	0.0004
176	0.0002
178	0.0002
179	0.0002
184	0.0002
185	0.0004
187	0.0002
188	0.0002
189	0.0002
191	0.0002
192	0.0002
193	0.0002
194	0.0002
195	0.0004
200	0.0004
202	0.0004
203	0.0002
206	0.0004
217	0.0002
225	0.0002
226	0.0002
227	0.0002
232	0.0002
234	0.0002
235	0.0002
236	0.0002
239	0.0002
241	0.0002
242	0.0006
244	0.0002
259	0.0002
264	0.0002
275	0.0002
276	0.0002
278	0.0002
279	0.0002
280	0.0002
297	0.0002
298	0.0002
305	0.0004
309	0.0002
310	0.0002
317	0.0002
318	0.0002
322	0.0002
324	0.0002
328	0.0002
332	0.0002
338	0.0002
345	0.0002
352	0.0002
358	0.0004
360	0.0002
362	0.0002
367	0.0002
369	0.0002
378	0.0004
382	0.0002
390	0.0002
391	0.0002
412	0.0002
427	0.0002
434	0.0002
438	0.0002
446	0.0002
453	0.0002
457	0.0002
478	0.0002
494	0.0002


--------------------------------------
community distribution (size-occurrences)
5	0.108696
6	0.0434783
7	0.0217391
8	0.0434783
9	0.0217391
11	0.0434783
12	0.0217391
15	0.0217391
17	0.0217391
18	0.0217391
21	0.0217391
23	0.0217391
27	0.0217391
41	0.0434783
42	0.0217391
43	0.0217391
45	0.0434783
47	0.0217391
51	0.0217391
65	0.0217391
70	0.0217391
104	0.0217391
110	0.0217391
114	0.0217391
151	0.0217391
155	0.0217391
204	0.0217391
217	0.0217391
226	0.0217391
248	0.0217391
257	0.0217391
347	0.0217391
358	0.0217391
430	0.0217391
434	0.0217391
459	0.0217391
472	0.0217391


--------------------------------------
mixing parameter (topology)
0.133929	0.0004
0.166667	0.031
0.200023	0.0932
0.223477	0.0218
0.253184	0.0744
0.282937	0.1826
0.301543	0.2508
0.331673	0.2
0.356036	0.007
0.372116	0.0394
0.4	0.0914
0.428571	0.007
0.5	0.0004
0.6	0.0006

--------------------------------------
mixing parameter (weights)
0.296394	0.048
0.29989	0.9478
0.302176	0.0018
0.323948	0.0002
0.330035	0.0002
0.353426	0.0002
0.357758	0.0002
0.361918	0.0006
0.366447	0.0008
0.382168	0.0002

--------------------------------------
internal weights (weight-occurrences)
1.95464	0.747147
12.7432	0.125993
21.9432	0.0486484
31.1921	0.0240129
40.2041	0.0160808
49.2908	0.0104498
58.3578	0.00671386
67.0474	0.00433152
76.2832	0.00381716
84.6001	0.00246355
94.5656	0.00200333
103.874	0.00167847
112.131	0.00200333
121.19	0.00143482
130.177	0.000676801
138.803	0.000866305
148.016	0.000758017
156.417	0.000324864
166.619	0.00027072
174.345	0.000324864

--------------------------------------
external weights (weight-occurrences)
0.708996	0.381999
3.65116	0.211099
6.14508	0.0922695
8.73908	0.0575373
11.2665	0.045831
13.8142	0.0367753
16.3702	0.0316952
18.9107	0.0299834
21.399	0.025069
23.9055	0.0214798
26.3473	0.0163446
28.9589	0.0150193
31.4185	0.0102706
33.9608	0.0076201
36.4758	0.00557703
39.0254	0.00485919
41.465	0.003037
43.9889	0.00209829
46.3531	0.000828272
49.0604	0.000607399
